Muestra	Gene	Locus_Tag	Producto	Cobertura
HC01IgGneg_S1	tuf	lmo2653	elongation factor Tu	0.711392
HC01IgGneg_S1	rpsK	lmo2607	30S ribosomal protein S11	0.416021
HC01IgGneg_S1		lmo1097a	hypothetical protein	0.343434
HC01IgGneg_S1	rpmA	lmo1540	50S ribosomal protein L27	0.277778
HC01IgGneg_S1	rplA	lmo0249	50S ribosomal protein L1	0.263464
HC01IgGneg_S1	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.228604
HC01IgGneg_S1	pflB	lmo1406	pyruvate formate-lyase	0.107223
HC01IgGneg_S1	tsf	lmo1657	elongation factor Ts	0.095238
HC01IgGneg_S1	rplL	lmo0251	50S ribosomal protein L7/L12	0.094444
HC01IgGneg_S1	rplX	lmo2621	50S ribosomal protein L24	0.093851
HC01IgGneg_S1	dnaK	lmo1473	molecular chaperone DnaK	0.070691
HC01IgGneg_S1		lmo1081	glucose-1-phosphate thymidyl transferase	0.037037
HC01IgGneg_S1	fus	lmo2654	elongation factor G	0.033573
HC01IgGneg_S1		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
HC01IgGneg_S1	leuS	lmo1660	leucyl-tRNA synthetase	0.012453
HC01IgGpos_S2	tuf	lmo2653	elongation factor Tu	19.292828
HC01IgGpos_S2	rplB	lmo2629	50S ribosomal protein L2	12.838749
HC01IgGpos_S2	rpmJ	lmo2609	50S ribosomal protein L36	12.666667
HC01IgGpos_S2	rpsS	lmo2628	30S ribosomal protein S19	9.228261
HC01IgGpos_S2	rpsJ	lmo2633	30S ribosomal protein S10	4.297386
HC01IgGpos_S2	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.646164
HC01IgGpos_S2	rpsB	lmo1658	30S ribosomal protein S2	3.152611
HC01IgGpos_S2	rplA	lmo0249	50S ribosomal protein L1	3.007278
HC01IgGpos_S2		lmo2511	hypothetical protein	2.493761
HC01IgGpos_S2	dnaK	lmo1473	molecular chaperone DnaK	2.177814
HC01IgGpos_S2	fus	lmo2654	elongation factor G	2.170264
HC01IgGpos_S2	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.962264
HC01IgGpos_S2	rpmA	lmo1540	50S ribosomal protein L27	1.885417
HC01IgGpos_S2		lmo1097a	hypothetical protein	1.853535
HC01IgGpos_S2	rplK	lmo0248	50S ribosomal protein L11	1.794326
HC01IgGpos_S2	rpsH	lmo2618	30S ribosomal protein S8	1.553030
HC01IgGpos_S2	pgk	lmo2458	phosphoglycerate kinase	1.484849
HC01IgGpos_S2		lmo2703	hypothetical protein	1.326984
HC01IgGpos_S2		lmo1391	sugar ABC transporter permease	1.295359
HC01IgGpos_S2	tsf	lmo1657	elongation factor Ts	1.255102
HC01IgGpos_S2	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.024665
HC01IgGpos_S2	pflB	lmo1406	pyruvate formate-lyase	0.939883
HC01IgGpos_S2		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.813306
HC01IgGpos_S2	eno	lmo2455	phosphopyruvate hydratase	0.724806
HC01IgGpos_S2	rpsN	lmo2619	30S ribosomal protein S14	0.628415
HC01IgGpos_S2		lmo1875	ABC transporter ATP-binding protein	0.506878
HC01IgGpos_S2		lmo2689a	hypothetical protein	0.456349
HC01IgGpos_S2	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.407563
HC01IgGpos_S2	rpsM	lmo2608	30S ribosomal protein S13	0.300275
HC01IgGpos_S2	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.294482
HC01IgGpos_S2	rpsE	lmo2615	30S ribosomal protein S5	0.213573
HC01IgGpos_S2		lmo1853	heavy metal-transporting ATPase	0.191768
HC01IgGpos_S2	rplX	lmo2621	50S ribosomal protein L24	0.187702
HC01IgGpos_S2		lmo2215	ABC transporter ATP-binding protein	0.173333
HC01IgGpos_S2	guaA	lmo1096	GMP synthase	0.161519
HC01IgGpos_S2	rplD	lmo2631	50S ribosomal protein L4	0.157810
HC01IgGpos_S2	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.150769
HC01IgGpos_S2	leuS	lmo1660	leucyl-tRNA synthetase	0.130760
HC01IgGpos_S2	rplC	lmo2632	50S ribosomal protein L3	0.118022
HC01IgGpos_S2	groEL	lmo2068	molecular chaperone GroEL	0.107626
HC01IgGpos_S2	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.106023
HC01IgGpos_S2	pdhC	lmo1054	dihydrolipoamide acetyltransferase	0.087623
HC01IgGpos_S2	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.078373
HC01IgGpos_S2	ftsH	lmo0220	cell division protein FtsH	0.074288
HC01IgGpos_S2	pnpA	lmo1331	polynucleotide phosphorylase	0.070078
HC01IgGpos_S2	glpK	lmo1538	glycerol kinase	0.061033
HC01IgGpos_S2	rplW	lmo2630	50S ribosomal protein L23	0.053192
HC01IgGpos_S2	prfC	lmo0988	peptide chain release factor 3	0.044700
HC01IgGpos_S2	lepA	lmo1479	GTP-binding protein LepA	0.030702
HC01IgGpos_S2	AckA2	lmo1168	acetate kinase	0.026028
HC01IgGpos_S2		lmo0727	glucosamine--fructose-6-phosphate aminotransferase	0.025513
HC01IgGpos_S2		lmo0866	ATP-dependent RNA helicase	0.024359
HC01IgGpos_S2	carB	lmo1835	carbamoyl-phosphate synthetase	0.021807
HC01IgGpos_S2	polC	lmo1320	DNA polymerase III PolC	0.015928
HC02IgGneg_S3	tuf	lmo2653	elongation factor Tu	0.757806
HC02IgGneg_S3	rplB	lmo2629	50S ribosomal protein L2	0.724428
HC02IgGneg_S3		lmo0733	transcriptional regulator	0.272189
HC02IgGneg_S3	rplA	lmo0249	50S ribosomal protein L1	0.190684
HC02IgGneg_S3	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.143059
HC02IgGneg_S3	rplS	lmo1787	50S ribosomal protein L19	0.116959
HC02IgGneg_S3	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.101852
HC02IgGneg_S3	fus	lmo2654	elongation factor G	0.070504
HC02IgGneg_S3		lmo1391	sugar ABC transporter permease	0.069620
HC02IgGneg_S3		lmo2511	hypothetical protein	0.069519
HC02IgGneg_S3	rpsB	lmo1658	30S ribosomal protein S2	0.062918
HC02IgGneg_S3	groEL	lmo2068	molecular chaperone GroEL	0.061501
HC02IgGneg_S3	pgk	lmo2458	phosphoglycerate kinase	0.060606
HC02IgGneg_S3	pflB	lmo1406	pyruvate formate-lyase	0.053836
HC02IgGneg_S3	tsf	lmo1657	elongation factor Ts	0.047619
HC02IgGneg_S3	rplK	lmo0248	50S ribosomal protein L11	0.033097
HC02IgGneg_S3	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.023592
HC02IgGneg_S3		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
HC02IgGneg_S3		lmo1106	hypothetical protein	0.013480
HC02IgGneg_S3	carB	lmo1835	carbamoyl-phosphate synthetase	0.013396
HC02IgGneg_S3	secA	lmo2510	preprotein translocase subunit SecA	0.010753
HC02IgGpos_S4	tuf	lmo2653	elongation factor Tu	28.650633
HC02IgGpos_S4	rplB	lmo2629	50S ribosomal protein L2	15.979543
HC02IgGpos_S4	rpmJ	lmo2609	50S ribosomal protein L36	14.747747
HC02IgGpos_S4	rpsS	lmo2628	30S ribosomal protein S19	9.960145
HC02IgGpos_S4	rpsB	lmo1658	30S ribosomal protein S2	8.348059
HC02IgGpos_S4	rpsJ	lmo2633	30S ribosomal protein S10	7.630719
HC02IgGpos_S4	atpA	lmo2531	ATP synthase F0F1 subunit alpha	4.394180
HC02IgGpos_S4	rpmA	lmo1540	50S ribosomal protein L27	3.916667
HC02IgGpos_S4		lmo2511	hypothetical protein	3.700535
HC02IgGpos_S4		lmo1391	sugar ABC transporter permease	2.821730
HC02IgGpos_S4	fus	lmo2654	elongation factor G	2.770264
HC02IgGpos_S4	pgk	lmo2458	phosphoglycerate kinase	2.583333
HC02IgGpos_S4		lmo1097a	hypothetical protein	2.505050
HC02IgGpos_S4	tsf	lmo1657	elongation factor Ts	2.428571
HC02IgGpos_S4	rplA	lmo0249	50S ribosomal protein L1	2.267831
HC02IgGpos_S4	rpsH	lmo2618	30S ribosomal protein S8	2.212121
HC02IgGpos_S4	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	2.036837
HC02IgGpos_S4	pflB	lmo1406	pyruvate formate-lyase	1.562135
HC02IgGpos_S4	dnaK	lmo1473	molecular chaperone DnaK	1.506253
HC02IgGpos_S4	rplK	lmo0248	50S ribosomal protein L11	1.399527
HC02IgGpos_S4		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.286490
HC02IgGpos_S4		lmo1875	ABC transporter ATP-binding protein	1.028571
HC02IgGpos_S4	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	1.009804
HC02IgGpos_S4	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.995067
HC02IgGpos_S4		lmo2703	hypothetical protein	0.726984
HC02IgGpos_S4	rpsP	lmo1797	30S ribosomal protein S16	0.655555
HC02IgGpos_S4	eno	lmo2455	phosphopyruvate hydratase	0.562791
HC02IgGpos_S4	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.544643
HC02IgGpos_S4	rpsM	lmo2608	30S ribosomal protein S13	0.537190
HC02IgGpos_S4	groEL	lmo2068	molecular chaperone GroEL	0.451414
HC02IgGpos_S4	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.437219
HC02IgGpos_S4	pnpA	lmo1331	polynucleotide phosphorylase	0.391886
HC02IgGpos_S4	rpsN	lmo2619	30S ribosomal protein S14	0.360656
HC02IgGpos_S4	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.314738
HC02IgGpos_S4		lmo1853	heavy metal-transporting ATPase	0.250565
HC02IgGpos_S4		lmo2215	ABC transporter ATP-binding protein	0.228000
HC02IgGpos_S4		lmo1159	carboxysome structural protein	0.219780
HC02IgGpos_S4	cspL	lmo1364	cold-shock protein	0.181818
HC02IgGpos_S4	rplC	lmo2632	50S ribosomal protein L3	0.169059
HC02IgGpos_S4		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.127732
HC02IgGpos_S4		lmo0107	ABC transporter ATP-binding protein	0.125913
HC02IgGpos_S4	prfC	lmo0988	peptide chain release factor 3	0.124521
HC02IgGpos_S4	rplF	lmo2617	50S ribosomal protein L6	0.114232
HC02IgGpos_S4		lmo2251	amino acid ABC transporter ATP-binding protein	0.113416
HC02IgGpos_S4	leuS	lmo1660	leucyl-tRNA synthetase	0.090909
HC02IgGpos_S4		lmo2159	oxidoreductase	0.089780
HC02IgGpos_S4	lepA	lmo1479	GTP-binding protein LepA	0.079496
HC02IgGpos_S4	rpsL	lmo2656	30S ribosomal protein S12	0.075426
HC02IgGpos_S4	rplD	lmo2631	50S ribosomal protein L4	0.062802
HC02IgGpos_S4		lmo2411	hypothetical protein	0.057471
HC02IgGpos_S4	glpK	lmo1538	glycerol kinase	0.048960
HC02IgGpos_S4		lmo1611	aminopeptidase	0.048553
HC02IgGpos_S4		lmo2434	glutamate decarboxylase	0.045682
HC02IgGpos_S4		lmo1027	hypothetical protein	0.045646
HC02IgGpos_S4	pdhC	lmo1054	dihydrolipoamide acetyltransferase	0.037378
HC02IgGpos_S4		lmo1081	glucose-1-phosphate thymidyl transferase	0.037037
HC02IgGpos_S4		lmo1799	peptidoglycan binding protein	0.031008
HC02IgGpos_S4		lmo1106	hypothetical protein	0.027778
HC02IgGpos_S4	ftsH	lmo0220	cell division protein FtsH	0.026049
HC02IgGpos_S4		lmo0866	ATP-dependent RNA helicase	0.024359
HC02IgGpos_S4		lmo2848	L-rhamnose isomerase	0.020635
HC02IgGpos_S4		lmo2121	maltose phosphorylase	0.019920
HC02IgGpos_S4	nifJ	lmo0829	pyruvate-flavodoxin oxidoreductase	0.019479
HC02IgGpos_S4	ffh	lmo1801	signal recognition particle protein Ffh	0.019259
HC02IgGpos_S4	polC	lmo1320	DNA polymerase III PolC	0.018698
HC02IgGpos_S4	rplW	lmo2630	50S ribosomal protein L23	0.017730
HC02IgGpos_S4		lmo0292	heat-shock protein htrA serine protease	0.017333
HC02IgGpos_S4	uvrA	lmo2488	excinuclease ABC subunit A	0.014296
HC03IgGneg_S5	tuf	lmo2653	elongation factor Tu	0.749367
HC03IgGneg_S5	rpmJ	lmo2609	50S ribosomal protein L36	0.666667
HC03IgGneg_S5	rpsM	lmo2608	30S ribosomal protein S13	0.314050
HC03IgGneg_S5		lmo1159	carboxysome structural protein	0.219780
HC03IgGneg_S5	rpsS	lmo2628	30S ribosomal protein S19	0.181159
HC03IgGneg_S5		lmo1391	sugar ABC transporter permease	0.139240
HC03IgGneg_S5	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.064752
HC03IgGneg_S5	tsf	lmo1657	elongation factor Ts	0.047619
HC03IgGneg_S5	fus	lmo2654	elongation factor G	0.045563
HC03IgGneg_S5	uvrA	lmo2488	excinuclease ABC subunit A	0.044630
