Muestra	Gene	Locus_Tag	Producto	Cobertura
HC09IgGneg_S15	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.391865
HC09IgGneg_S15	fus	lmo2654	elongation factor G	0.345324
HC09IgGneg_S15	lepA	lmo1479	GTP-binding protein LepA	0.309210
HC09IgGneg_S15	rpsS	lmo2628	30S ribosomal protein S19	0.181159
HC09IgGneg_S15	rplK	lmo0248	50S ribosomal protein L11	0.153664
HC09IgGneg_S15	rplB	lmo2629	50S ribosomal protein L2	0.148014
HC09IgGneg_S15	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.139550
HC09IgGneg_S15	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.119497
HC09IgGneg_S15	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.092437
HC09IgGneg_S15	pflB	lmo1406	pyruvate formate-lyase	0.069538
HC09IgGneg_S15		lmo2511	hypothetical protein	0.069519
HC09IgGneg_S15	tsf	lmo1657	elongation factor Ts	0.047619
HC09IgGneg_S15		lmo1853	heavy metal-transporting ATPase	0.047490
HC09IgGneg_S15	pgk	lmo2458	phosphoglycerate kinase	0.030303
HC09IgGneg_S15		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.021724
HC09IgGneg_S15	ffh	lmo1801	signal recognition particle protein Ffh	0.019259
HC09IgGpos_S16	rpmJ	lmo2609	50S ribosomal protein L36	28.252253
HC09IgGpos_S16	tuf	lmo2653	elongation factor Tu	28.196625
HC09IgGpos_S16	rplB	lmo2629	50S ribosomal protein L2	14.987967
HC09IgGpos_S16	rpsS	lmo2628	30S ribosomal protein S19	8.873188
HC09IgGpos_S16	rpsJ	lmo2633	30S ribosomal protein S10	6.830065
HC09IgGpos_S16	rplA	lmo0249	50S ribosomal protein L1	6.618632
HC09IgGpos_S16	rpsB	lmo1658	30S ribosomal protein S2	5.408300
HC09IgGpos_S16	fus	lmo2654	elongation factor G	4.061871
HC09IgGpos_S16	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.978836
HC09IgGpos_S16	rpmA	lmo1540	50S ribosomal protein L27	3.736111
HC09IgGpos_S16		lmo2511	hypothetical protein	3.691622
HC09IgGpos_S16	tsf	lmo1657	elongation factor Ts	2.790249
HC09IgGpos_S16		lmo1097a	hypothetical protein	2.666667
HC09IgGpos_S16		lmo1391	sugar ABC transporter permease	2.618144
HC09IgGpos_S16	rpsH	lmo2618	30S ribosomal protein S8	2.530303
HC09IgGpos_S16	dnaK	lmo1473	molecular chaperone DnaK	2.514954
HC09IgGpos_S16	atpD	lmo2529	ATP synthase F0F1 subunit beta	2.115574
HC09IgGpos_S16	pgk	lmo2458	phosphoglycerate kinase	1.786195
HC09IgGpos_S16		lmo2703	hypothetical protein	1.784127
HC09IgGpos_S16	eno	lmo2455	phosphopyruvate hydratase	1.638760
HC09IgGpos_S16	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.540881
HC09IgGpos_S16	rplK	lmo0248	50S ribosomal protein L11	1.458629
HC09IgGpos_S16		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.277665
HC09IgGpos_S16	pflB	lmo1406	pyruvate formate-lyase	1.130103
HC09IgGpos_S16	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	1.025910
HC09IgGpos_S16		lmo1875	ABC transporter ATP-binding protein	0.809524
HC09IgGpos_S16	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.808532
HC09IgGpos_S16	rpsP	lmo1797	30S ribosomal protein S16	0.540741
HC09IgGpos_S16	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.387177
HC09IgGpos_S16	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.368243
HC09IgGpos_S16		lmo1853	heavy metal-transporting ATPase	0.360018
HC09IgGpos_S16	pnpA	lmo1331	polynucleotide phosphorylase	0.351314
HC09IgGpos_S16		lmo2215	ABC transporter ATP-binding protein	0.314667
HC09IgGpos_S16	groEL	lmo2068	molecular chaperone GroEL	0.268758
HC09IgGpos_S16		lmo0107	ABC transporter ATP-binding protein	0.259134
HC09IgGpos_S16	groES	lmo2069	co-chaperonin GroES	0.205674
HC09IgGpos_S16	rpsM	lmo2608	30S ribosomal protein S13	0.192837
HC09IgGpos_S16		lmo0866	ATP-dependent RNA helicase	0.167308
HC09IgGpos_S16		lmo2434	glutamate decarboxylase	0.140614
HC09IgGpos_S16	rplD	lmo2631	50S ribosomal protein L4	0.125604
HC09IgGpos_S16	glpK	lmo1538	glycerol kinase	0.109993
HC09IgGpos_S16		lmo0369	hypothetical protein	0.105997
HC09IgGpos_S16		lmo2159	oxidoreductase	0.089780
HC09IgGpos_S16	rpsL	lmo2656	30S ribosomal protein S12	0.087591
HC09IgGpos_S16	lepA	lmo1479	GTP-binding protein LepA	0.068531
HC09IgGpos_S16	infB	lmo1325	translation initiation factor IF-2	0.068464
HC09IgGpos_S16	leuS	lmo1660	leucyl-tRNA synthetase	0.066003
HC09IgGpos_S16		lmo2411	hypothetical protein	0.057471
HC09IgGpos_S16	ftsH	lmo0220	cell division protein FtsH	0.056922
HC09IgGpos_S16		lmo1611	aminopeptidase	0.048553
HC09IgGpos_S16	nusA	lmo1322	transcription elongation factor NusA	0.043907
HC09IgGpos_S16	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.038974
HC09IgGpos_S16	polC	lmo1320	DNA polymerase III PolC	0.038319
HC09IgGpos_S16		lmo1027	hypothetical protein	0.036036
HC09IgGpos_S16	rplW	lmo2630	50S ribosomal protein L23	0.035461
HC09IgGpos_S16		lmo1067	GTP-binding elongation factor	0.031046
HC09IgGpos_S16	priA	lmo1824	primosome assembly protein PriA	0.026767
HC09IgGpos_S16		lmo2848	L-rhamnose isomerase	0.020635
HC09IgGpos_S16	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.020138
HC09IgGpos_S16		lmo0841	calcium-transporting ATPase	0.012121
HC10IgGneg_S17	tuf	lmo2653	elongation factor Tu	2.285232
HC10IgGneg_S17	rplB	lmo2629	50S ribosomal protein L2	0.861613
HC10IgGneg_S17	rpmJ	lmo2609	50S ribosomal protein L36	0.837838
HC10IgGneg_S17	rpsS	lmo2628	30S ribosomal protein S19	0.543478
HC10IgGneg_S17	rplA	lmo0249	50S ribosomal protein L1	0.503639
HC10IgGneg_S17	rpmA	lmo1540	50S ribosomal protein L27	0.496528
HC10IgGneg_S17	dnaK	lmo1473	molecular chaperone DnaK	0.373573
HC10IgGneg_S17	fus	lmo2654	elongation factor G	0.338130
HC10IgGneg_S17	rpmH	lmo2856	50S ribosomal protein L34	0.265151
HC10IgGneg_S17	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.180180
HC10IgGneg_S17		lmo1109	hypothetical protein	0.159817
HC10IgGneg_S17		lmo0098	PTS mannose transporter subunit IID	0.141914
HC10IgGneg_S17	rpsB	lmo1658	30S ribosomal protein S2	0.133869
HC10IgGneg_S17	rplS	lmo1787	50S ribosomal protein L19	0.116959
HC10IgGneg_S17	pflB	lmo1406	pyruvate formate-lyase	0.109915
HC10IgGneg_S17		lmo1799	peptidoglycan binding protein	0.101883
HC10IgGneg_S17		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.098439
HC10IgGneg_S17	rpsM	lmo2608	30S ribosomal protein S13	0.085399
HC10IgGneg_S17		lmo2511	hypothetical protein	0.069519
HC10IgGneg_S17		lmo1106	hypothetical protein	0.066176
HC10IgGneg_S17	lepA	lmo1479	GTP-binding protein LepA	0.054825
HC10IgGneg_S17	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.042328
HC10IgGneg_S17		lmo1875	ABC transporter ATP-binding protein	0.036508
HC10IgGneg_S17		lmo1081	glucose-1-phosphate thymidyl transferase	0.034722
HC10IgGneg_S17	pgk	lmo2458	phosphoglycerate kinase	0.030303
HC10IgGneg_S17	glpK	lmo1538	glycerol kinase	0.026828
HC10IgGneg_S17	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.021371
HC10IgGneg_S17	ffh	lmo1801	signal recognition particle protein Ffh	0.019259
HC10IgGneg_S17		lmo1734	glutamate synthase large subunit	0.009586
HC10IgGneg_S17		lmo1110	hypothetical protein	0.003472
HC10IgGpos_S18	tuf	lmo2653	elongation factor Tu	22.775528
HC10IgGpos_S18	rpmJ	lmo2609	50S ribosomal protein L36	20.585585
HC10IgGpos_S18	rplB	lmo2629	50S ribosomal protein L2	16.567991
HC10IgGpos_S18	rpsS	lmo2628	30S ribosomal protein S19	12.952899
HC10IgGpos_S18	rpsB	lmo1658	30S ribosomal protein S2	8.697456
HC10IgGpos_S18		lmo1097a	hypothetical protein	5.873737
HC10IgGpos_S18	atpA	lmo2531	ATP synthase F0F1 subunit alpha	5.218254
HC10IgGpos_S18	rpmA	lmo1540	50S ribosomal protein L27	4.618055
HC10IgGpos_S18		lmo2511	hypothetical protein	4.128342
HC10IgGpos_S18	rpsH	lmo2618	30S ribosomal protein S8	4.123737
HC10IgGpos_S18	fus	lmo2654	elongation factor G	4.033573
HC10IgGpos_S18		lmo1391	sugar ABC transporter permease	4.021097
HC10IgGpos_S18	rpsJ	lmo2633	30S ribosomal protein S10	3.882353
HC10IgGpos_S18	tsf	lmo1657	elongation factor Ts	3.467120
HC10IgGpos_S18	rplA	lmo0249	50S ribosomal protein L1	3.379913
HC10IgGpos_S18	dnaK	lmo1473	molecular chaperone DnaK	3.135400
HC10IgGpos_S18	atpD	lmo2529	ATP synthase F0F1 subunit beta	2.026779
HC10IgGpos_S18	pgk	lmo2458	phosphoglycerate kinase	2.005892
HC10IgGpos_S18	pflB	lmo1406	pyruvate formate-lyase	1.892777
HC10IgGpos_S18		lmo1978	glucose-6-phosphate 1-dehydrogenase	1.653768
HC10IgGpos_S18		lmo2703	hypothetical protein	1.615873
HC10IgGpos_S18	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.247978
HC10IgGpos_S18	rplK	lmo0248	50S ribosomal protein L11	1.130024
HC10IgGpos_S18		lmo1875	ABC transporter ATP-binding protein	1.096825
HC10IgGpos_S18	eno	lmo2455	phosphopyruvate hydratase	0.828682
HC10IgGpos_S18	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.827731
HC10IgGpos_S18	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.799831
HC10IgGpos_S18	leuS	lmo1660	leucyl-tRNA synthetase	0.700706
HC10IgGpos_S18	rpsN	lmo2619	30S ribosomal protein S14	0.584700
HC10IgGpos_S18	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.461309
HC10IgGpos_S18	prfC	lmo0988	peptide chain release factor 3	0.455300
HC10IgGpos_S18		lmo1853	heavy metal-transporting ATPase	0.347806
HC10IgGpos_S18		lmo0866	ATP-dependent RNA helicase	0.317949
HC10IgGpos_S18		lmo2689a	hypothetical protein	0.317460
HC10IgGpos_S18	pnpA	lmo1331	polynucleotide phosphorylase	0.313970
HC10IgGpos_S18	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.194005
HC10IgGpos_S18	groEL	lmo2068	molecular chaperone GroEL	0.190037
HC10IgGpos_S18		lmo0107	ABC transporter ATP-binding protein	0.186622
HC10IgGpos_S18		lmo0097	PTS mannose transporter subunit IIC	0.176617
HC10IgGpos_S18	rpsK	lmo2607	30S ribosomal protein S11	0.167959
HC10IgGpos_S18	ftsH	lmo0220	cell division protein FtsH	0.158707
HC10IgGpos_S18		lmo2434	glutamate decarboxylase	0.136331
HC10IgGpos_S18	rplC	lmo2632	50S ribosomal protein L3	0.084529
HC10IgGpos_S18	rplD	lmo2631	50S ribosomal protein L4	0.062802
HC10IgGpos_S18	glpK	lmo1538	glycerol kinase	0.049631
HC10IgGpos_S18	hslU	lmo1279	ATP-dependent protease ATP-binding subunit HslU	0.045487
HC10IgGpos_S18	polC	lmo1320	DNA polymerase III PolC	0.039243
HC10IgGpos_S18	rpoA	lmo2606	DNA-directed RNA polymerase subunit alpha	0.036093
HC10IgGpos_S18		lmo1081	glucose-1-phosphate thymidyl transferase	0.032407
HC10IgGpos_S18	valS	lmo1552	valyl-tRNA synthetase	0.031333
HC10IgGpos_S18		lmo1611	aminopeptidase	0.024276
HC10IgGpos_S18	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.023317
HC10IgGpos_S18		lmo1027	hypothetical protein	0.018018
HC10IgGpos_S18	rplW	lmo2630	50S ribosomal protein L23	0.017730
HC10IgGpos_S18	ileS	lmo2019	isoleucyl-tRNA synthetase	0.010496
HC11IgGneg_S19	rpsM	lmo2608	30S ribosomal protein S13	0.388430
HC11IgGneg_S19	rplB	lmo2629	50S ribosomal protein L2	0.375451
HC11IgGneg_S19		lmo1097a	hypothetical protein	0.328283
HC11IgGneg_S19	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.223397
HC11IgGneg_S19	tuf	lmo2653	elongation factor Tu	0.222785
HC11IgGneg_S19	rpsB	lmo1658	30S ribosomal protein S2	0.168675
HC11IgGneg_S19	rpsK	lmo2607	30S ribosomal protein S11	0.160207
HC11IgGneg_S19	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.117962
HC11IgGneg_S19	rplS	lmo1787	50S ribosomal protein L19	0.116959
HC11IgGneg_S19		lmo2511	hypothetical protein	0.069519
HC11IgGneg_S19		lmo0674	hypothetical protein	0.061002
HC11IgGneg_S19		lmo1081	glucose-1-phosphate thymidyl transferase	0.034722
HC11IgGneg_S19	glyA	lmo2539	serine hydroxymethyltransferase	0.027442
HC11IgGneg_S19	leuS	lmo1660	leucyl-tRNA synthetase	0.022001
HC11IgGneg_S19	gyrA	lmo0007	DNA gyrase subunit A	0.017815
HC11IgGneg_S19		lmo1875	ABC transporter ATP-binding protein	0.015344
HC11IgGneg_S19	polC	lmo1320	DNA polymerase III PolC	0.012235
HC11IgGpos_S20	rpmJ	lmo2609	50S ribosomal protein L36	28.819820
HC11IgGpos_S20	tuf	lmo2653	elongation factor Tu	27.707172
HC11IgGpos_S20	rplB	lmo2629	50S ribosomal protein L2	20.580025
HC11IgGpos_S20	rpsS	lmo2628	30S ribosomal protein S19	13.108696
HC11IgGpos_S20	rpmA	lmo1540	50S ribosomal protein L27	6.923611
HC11IgGpos_S20	rpsJ	lmo2633	30S ribosomal protein S10	6.166666
HC11IgGpos_S20	rpsB	lmo1658	30S ribosomal protein S2	5.623828
HC11IgGpos_S20	rplA	lmo0249	50S ribosomal protein L1	5.352256
HC11IgGpos_S20		lmo1391	sugar ABC transporter permease	4.737342
HC11IgGpos_S20	rpsH	lmo2618	30S ribosomal protein S8	4.578283
HC11IgGpos_S20	atpA	lmo2531	ATP synthase F0F1 subunit alpha	4.499339
HC11IgGpos_S20	fus	lmo2654	elongation factor G	4.419185
HC11IgGpos_S20		lmo2511	hypothetical protein	4.276292
HC11IgGpos_S20		lmo1097a	hypothetical protein	4.242424
HC11IgGpos_S20		lmo2703	hypothetical protein	3.142857
HC11IgGpos_S20	dnaK	lmo1473	molecular chaperone DnaK	3.014138
HC11IgGpos_S20	tsf	lmo1657	elongation factor Ts	2.345805
HC11IgGpos_S20	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.825696
HC11IgGpos_S20	pgk	lmo2458	phosphoglycerate kinase	1.393939
HC11IgGpos_S20	rplK	lmo0248	50S ribosomal protein L11	1.378251
HC11IgGpos_S20	rpsN	lmo2619	30S ribosomal protein S14	1.377049
HC11IgGpos_S20	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	1.253660
HC11IgGpos_S20	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.246653
HC11IgGpos_S20	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	1.201681
HC11IgGpos_S20	pflB	lmo1406	pyruvate formate-lyase	1.182593
HC11IgGpos_S20	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	1.170635
HC11IgGpos_S20		lmo1875	ABC transporter ATP-binding protein	1.057672
HC11IgGpos_S20		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.892736
HC11IgGpos_S20	eno	lmo2455	phosphopyruvate hydratase	0.803101
HC11IgGpos_S20	rpsP	lmo1797	30S ribosomal protein S16	0.681481
HC11IgGpos_S20	rpsM	lmo2608	30S ribosomal protein S13	0.556474
HC11IgGpos_S20		lmo1853	heavy metal-transporting ATPase	0.434645
HC11IgGpos_S20		lmo0107	ABC transporter ATP-binding protein	0.364250
HC11IgGpos_S20	pnpA	lmo1331	polynucleotide phosphorylase	0.348548
HC11IgGpos_S20	leuS	lmo1660	leucyl-tRNA synthetase	0.330428
HC11IgGpos_S20	rplC	lmo2632	50S ribosomal protein L3	0.295056
HC11IgGpos_S20	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.245906
HC11IgGpos_S20		lmo2689a	hypothetical protein	0.222222
HC11IgGpos_S20	groEL	lmo2068	molecular chaperone GroEL	0.151906
HC11IgGpos_S20	PdhB	lmo1053	pyruvate dehydrogenase subunit E1 beta	0.140513
HC11IgGpos_S20	polC	lmo1320	DNA polymerase III PolC	0.137350
HC11IgGpos_S20	prfC	lmo0988	peptide chain release factor 3	0.130907
HC11IgGpos_S20	groES	lmo2069	co-chaperonin GroES	0.102837
HC11IgGpos_S20	rpsQ	lmo2623	30S ribosomal protein S17	0.099617
HC11IgGpos_S20		lmo2434	glutamate decarboxylase	0.098501
HC11IgGpos_S20	ftsH	lmo0220	cell division protein FtsH	0.086348
HC11IgGpos_S20	clpE	lmo0997	ATP-dependent protease	0.083794
HC11IgGpos_S20	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.083731
HC11IgGpos_S20		lmo2848	L-rhamnose isomerase	0.082540
HC11IgGpos_S20		lmo1067	GTP-binding elongation factor	0.077887
HC11IgGpos_S20	rpsL	lmo2656	30S ribosomal protein S12	0.075426
HC11IgGpos_S20	pdhC	lmo1054	dihydrolipoamide acetyltransferase	0.074755
HC11IgGpos_S20		lmo1611	aminopeptidase	0.074696
HC11IgGpos_S20	rpoA	lmo2606	DNA-directed RNA polymerase subunit alpha	0.072187
HC11IgGpos_S20	glpK	lmo1538	glycerol kinase	0.069752
HC11IgGpos_S20		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.064891
HC11IgGpos_S20	rplD	lmo2631	50S ribosomal protein L4	0.062802
HC11IgGpos_S20	guaB	lmo2758	inosine-monophosphate dehydrogenase	0.050546
HC11IgGpos_S20		lmo2159	oxidoreductase	0.044890
HC11IgGpos_S20	nusA	lmo1322	transcription elongation factor NusA	0.041219
HC11IgGpos_S20	tkt	lmo1305	transketolase	0.036145
HC11IgGpos_S20		lmo1027	hypothetical protein	0.036036
HC11IgGpos_S20	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.028945
HC11IgGpos_S20	rplW	lmo2630	50S ribosomal protein L23	0.010638
