Muestra	Ranking	Gene	Locus_Tag	Cobertura
HC10IgGneg_S17	2	rplB	lmo2629	0.861613
HC10IgGneg_S17	3	rpmJ	lmo2609	0.837838
HC10IgGneg_S17	4	rpsS	lmo2628	0.543478
HC10IgGneg_S17	5	rplA	lmo0249	0.503639
HC10IgGneg_S17	6	rpmA	lmo1540	0.496528
HC10IgGneg_S17	7	dnaK	lmo1473	0.373573
HC10IgGneg_S17	8	fus	lmo2654	0.338130
HC10IgGneg_S17	9	rpmH	lmo2856	0.265151
HC10IgGneg_S17	10	rpoB	lmo0258	0.180180
HC10IgGneg_S17	11	lmo1109	lmo1109	0.159817
HC10IgGneg_S17	12	lmo0098	lmo0098	0.141914
HC10IgGneg_S17	13	rpsB	lmo1658	0.133869
HC10IgGneg_S17	14	rplS	lmo1787	0.116959
HC10IgGneg_S17	15	pflB	lmo1406	0.109915
HC10IgGneg_S17	16	lmo1799	lmo1799	0.101883
HC10IgGneg_S17	17	lmo1978	lmo1978	0.098439
HC10IgGneg_S17	18	rpsM	lmo2608	0.085399
HC10IgGneg_S17	19	lmo2511	lmo2511	0.069519
HC10IgGneg_S17	20	lmo1106	lmo1106	0.066176
HC10IgGneg_S17	21	lepA	lmo1479	0.054825
HC10IgGneg_S17	22	atpA	lmo2531	0.042328
HC10IgGneg_S17	23	lmo1875	lmo1875	0.036508
HC10IgGneg_S17	24	lmo1081	lmo1081	0.034722
HC10IgGneg_S17	25	pgk	lmo2458	0.030303
HC10IgGneg_S17	26	glpK	lmo1538	0.026828
HC10IgGneg_S17	27	rpoC	lmo0259	0.021371
HC10IgGneg_S17	28	ffh	lmo1801	0.019259
HC10IgGneg_S17	29	lmo1734	lmo1734	0.009586
HC10IgGneg_S17	30	lmo1110	lmo1110	0.003472
HC10IgGpos_S18	1	tuf	lmo2653	22.775528
HC10IgGpos_S18	2	rpmJ	lmo2609	20.585585
HC10IgGpos_S18	3	rplB	lmo2629	16.567991
HC10IgGpos_S18	4	rpsS	lmo2628	12.952899
HC10IgGpos_S18	5	rpsB	lmo1658	8.697456
HC10IgGpos_S18	6	lmo1097a	lmo1097a	5.873737
HC10IgGpos_S18	7	atpA	lmo2531	5.218254
HC10IgGpos_S18	8	rpmA	lmo1540	4.618055
HC10IgGpos_S18	9	lmo2511	lmo2511	4.128342
HC10IgGpos_S18	10	rpsH	lmo2618	4.123737
HC10IgGpos_S18	11	fus	lmo2654	4.033573
HC10IgGpos_S18	12	lmo1391	lmo1391	4.021097
HC10IgGpos_S18	13	rpsJ	lmo2633	3.882353
HC10IgGpos_S18	14	tsf	lmo1657	3.467120
HC10IgGpos_S18	15	rplA	lmo0249	3.379913
HC10IgGpos_S18	16	dnaK	lmo1473	3.135400
HC10IgGpos_S18	17	atpD	lmo2529	2.026779
HC10IgGpos_S18	18	pgk	lmo2458	2.005892
HC10IgGpos_S18	19	pflB	lmo1406	1.892777
HC10IgGpos_S18	20	lmo1978	lmo1978	1.653768
HC10IgGpos_S18	21	lmo2703	lmo2703	1.615873
HC10IgGpos_S18	22	pdhA	lmo1052	1.247978
HC10IgGpos_S18	23	rplK	lmo0248	1.130024
HC10IgGpos_S18	24	lmo1875	lmo1875	1.096825
HC10IgGpos_S18	25	eno	lmo2455	0.828682
HC10IgGpos_S18	26	gatB	lmo1754	0.827731
HC10IgGpos_S18	27	rpoB	lmo0258	0.799831
HC10IgGpos_S18	28	leuS	lmo1660	0.700706
HC10IgGpos_S18	29	rpsN	lmo2619	0.584700
HC10IgGpos_S18	30	gap	lmo2459	0.461309
HC10IgGpos_S18	31	prfC	lmo0988	0.455300
HC10IgGpos_S18	32	lmo1853	lmo1853	0.347806
HC10IgGpos_S18	33	lmo0866	lmo0866	0.317949
HC10IgGpos_S18	34	lmo2689a	lmo2689a	0.317460
HC10IgGpos_S18	35	pnpA	lmo1331	0.313970
HC10IgGpos_S18	36	rpoC	lmo0259	0.194005
HC10IgGpos_S18	37	groEL	lmo2068	0.190037
HC10IgGpos_S18	38	lmo0107	lmo0107	0.186622
HC10IgGpos_S18	39	lmo0097	lmo0097	0.176617
HC10IgGpos_S18	40	rpsK	lmo2607	0.167959
HC11IgGneg_S19	1	rpsM	lmo2608	0.388430
HC11IgGneg_S19	2	rplB	lmo2629	0.375451
HC11IgGneg_S19	3	lmo1097a	lmo1097a	0.328283
HC11IgGneg_S19	4	atpD	lmo2529	0.223397
HC11IgGneg_S19	5	tuf	lmo2653	0.222785
HC11IgGneg_S19	6	rpsB	lmo1658	0.168675
HC11IgGneg_S19	7	rpsK	lmo2607	0.160207
HC11IgGneg_S19	8	rpoB	lmo0258	0.117962
HC11IgGneg_S19	9	rplS	lmo1787	0.116959
HC11IgGneg_S19	10	lmo2511	lmo2511	0.069519
HC11IgGneg_S19	11	lmo0674	lmo0674	0.061002
HC11IgGneg_S19	12	lmo1081	lmo1081	0.034722
HC11IgGneg_S19	13	glyA	lmo2539	0.027442
HC11IgGneg_S19	14	leuS	lmo1660	0.022001
HC11IgGneg_S19	15	gyrA	lmo0007	0.017815
HC11IgGneg_S19	16	lmo1875	lmo1875	0.015344
HC11IgGneg_S19	17	polC	lmo1320	0.012235
HC11IgGpos_S20	1	rpmJ	lmo2609	28.819820
HC11IgGpos_S20	2	tuf	lmo2653	27.707172
HC11IgGpos_S20	3	rplB	lmo2629	20.580025
HC11IgGpos_S20	4	rpsS	lmo2628	13.108696
HC11IgGpos_S20	5	rpmA	lmo1540	6.923611
HC11IgGpos_S20	6	rpsJ	lmo2633	6.166666
HC11IgGpos_S20	7	rpsB	lmo1658	5.623828
HC11IgGpos_S20	8	rplA	lmo0249	5.352256
HC11IgGpos_S20	9	lmo1391	lmo1391	4.737342
HC11IgGpos_S20	10	rpsH	lmo2618	4.578283
HC11IgGpos_S20	11	atpA	lmo2531	4.499339
HC11IgGpos_S20	12	fus	lmo2654	4.419185
HC11IgGpos_S20	13	lmo2511	lmo2511	4.276292
HC11IgGpos_S20	14	lmo1097a	lmo1097a	4.242424
HC11IgGpos_S20	15	lmo2703	lmo2703	3.142857
HC11IgGpos_S20	16	dnaK	lmo1473	3.014138
HC11IgGpos_S20	17	tsf	lmo1657	2.345805
HC11IgGpos_S20	18	pdhA	lmo1052	1.825696
HC11IgGpos_S20	19	pgk	lmo2458	1.393939
HC11IgGpos_S20	20	rplK	lmo0248	1.378251
HC11IgGpos_S20	21	rpsN	lmo2619	1.377049
HC11IgGpos_S20	22	rpoB	lmo0258	1.253660
HC11IgGpos_S20	23	atpD	lmo2529	1.246653
HC11IgGpos_S20	24	gatB	lmo1754	1.201681
HC11IgGpos_S20	25	pflB	lmo1406	1.182593
HC11IgGpos_S20	26	gap	lmo2459	1.170635
HC11IgGpos_S20	27	lmo1875	lmo1875	1.057672
HC11IgGpos_S20	28	lmo1978	lmo1978	0.892736
HC11IgGpos_S20	29	eno	lmo2455	0.803101
HC11IgGpos_S20	30	rpsP	lmo1797	0.681481
HC11IgGpos_S20	31	rpsM	lmo2608	0.556474
HC11IgGpos_S20	32	lmo1853	lmo1853	0.434645
HC11IgGpos_S20	33	lmo0107	lmo0107	0.364250
HC11IgGpos_S20	34	pnpA	lmo1331	0.348548
HC11IgGpos_S20	35	leuS	lmo1660	0.330428
HC11IgGpos_S20	36	rplC	lmo2632	0.295056
HC11IgGpos_S20	37	rpoC	lmo0259	0.245906
HC11IgGpos_S20	38	lmo2689a	lmo2689a	0.222222
HC11IgGpos_S20	39	groEL	lmo2068	0.151906
HC11IgGpos_S20	40	PdhB	lmo1053	0.140513
