Muestra	Gene	Locus_Tag	Producto	Cobertura
78_S28		lmo1067	GTP-binding elongation factor	0.422113
78_S28	rplK	lmo0248	50S ribosomal protein L11	0.316785
78_S28		lmo0107	ABC transporter ATP-binding protein	0.290613
78_S28	rplL	lmo0251	50S ribosomal protein L7/L12	0.283333
78_S28	polC	lmo1320	DNA polymerase III PolC	0.246768
78_S28	rpsQ	lmo2623	30S ribosomal protein S17	0.199234
78_S28	infB	lmo1325	translation initiation factor IF-2	0.151904
78_S28	prfC	lmo0988	peptide chain release factor 3	0.148787
78_S28		lmo2215	ABC transporter ATP-binding protein	0.142667
78_S28	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.133500
78_S28	rplD	lmo2631	50S ribosomal protein L4	0.125604
78_S28	glpK	lmo1538	glycerol kinase	0.118042
78_S28	rplF	lmo2617	50S ribosomal protein L6	0.116105
78_S28	recA	lmo1398	recombinase A	0.108238
78_S28		lmo0866	ATP-dependent RNA helicase	0.107692
78_S28	carB	lmo1835	carbamoyl-phosphate synthetase	0.103738
78_S28	pnpA	lmo1331	polynucleotide phosphorylase	0.103734
78_S28	opuCA	lmo1428	glycine/betaine ABC transporter ATP-binding protein	0.102435
78_S28		lmo2434	glutamate decarboxylase	0.092791
78_S28		lmo2159	oxidoreductase	0.089780
78_S28		lmo0097	PTS mannose transporter subunit IIC	0.088308
78_S28	glyA	lmo2539	serine hydroxymethyltransferase	0.082324
78_S28		lmo0807	spermidine/putrescine ABC transporter ATP-binding protein	0.080586
78_S28		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.066257
78_S28	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.061473
78_S28	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.057890
78_S28	fruA	lmo2335	PTS fructose transporter subunit IIABC	0.056962
78_S28	pcrA	lmo1759	ATP-dependent DNA helicase	0.051984
78_S28	ftsH	lmo0220	cell division protein FtsH	0.051134
78_S28		lmo1611	aminopeptidase	0.048553
78_S28	serS	lmo2747	seryl-tRNA synthetase	0.048400
78_S28		lmo1027	hypothetical protein	0.045646
78_S28	groEL	lmo2068	molecular chaperone GroEL	0.043050
78_S28	ileS	lmo2019	isoleucyl-tRNA synthetase	0.041983
78_S28		lmo0039	carbamate kinase	0.041534
78_S28	pdhC	lmo1054	dihydrolipoamide acetyltransferase	0.037378
78_S28		lmo1106	hypothetical protein	0.035539
78_S28	rplW	lmo2630	50S ribosomal protein L23	0.035461
78_S28		lmo0292	heat-shock protein htrA serine protease	0.034667
78_S28		lmo2411	hypothetical protein	0.029454
78_S28		lmo0574	beta-glucosidase	0.020833
79_S29	tuf	lmo2653	elongation factor Tu	1.000000
79_S29		lmo1159	carboxysome structural protein	0.439560
79_S29	rplB	lmo2629	50S ribosomal protein L2	0.327317
79_S29	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.207341
79_S29	rpsS	lmo2628	30S ribosomal protein S19	0.181159
79_S29	rpsB	lmo1658	30S ribosomal protein S2	0.179384
79_S29	rpsK	lmo2607	30S ribosomal protein S11	0.173127
79_S29	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.157153
79_S29	fus	lmo2654	elongation factor G	0.151079
79_S29	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.138228
79_S29	infC	lmo1785	translation initiation factor IF-3	0.130604
79_S29	recA	lmo1398	recombinase A	0.113985
79_S29	pflB	lmo1406	pyruvate formate-lyase	0.090624
79_S29	eno	lmo2455	phosphopyruvate hydratase	0.072868
79_S29	rpsG	lmo2655	30S ribosomal protein S7	0.066239
79_S29	valS	lmo1552	valyl-tRNA synthetase	0.056625
79_S29	prfC	lmo0988	peptide chain release factor 3	0.042146
79_S29	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.041929
79_S29	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.029279
79_S29		lmo0667	ABC transporter ATP-binding protein	0.026795
79_S29		lmo1106	hypothetical protein	0.022059
79_S29	carB	lmo1835	carbamoyl-phosphate synthetase	0.021807
79_S29		lmo1875	ABC transporter ATP-binding protein	0.015344
80_S30	rpmJ	lmo2609	50S ribosomal protein L36	29.648649
80_S30	tuf	lmo2653	elongation factor Tu	27.557806
80_S30	rplB	lmo2629	50S ribosomal protein L2	15.364621
80_S30	rpsS	lmo2628	30S ribosomal protein S19	7.677536
80_S30	rpsB	lmo1658	30S ribosomal protein S2	4.570281
80_S30	rplA	lmo0249	50S ribosomal protein L1	4.508006
80_S30	fus	lmo2654	elongation factor G	4.387530
80_S30	rpmA	lmo1540	50S ribosomal protein L27	4.187500
80_S30	atpA	lmo2531	ATP synthase F0F1 subunit alpha	3.780423
80_S30	rpsJ	lmo2633	30S ribosomal protein S10	3.542484
80_S30	dnaK	lmo1473	molecular chaperone DnaK	3.529636
80_S30		lmo2511	hypothetical protein	3.213904
80_S30	recA	lmo1398	recombinase A	2.874521
80_S30		lmo1097a	hypothetical protein	2.838384
80_S30	infC	lmo1785	translation initiation factor IF-3	2.150097
80_S30	atpD	lmo2529	ATP synthase F0F1 subunit beta	1.794221
80_S30	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	1.748428
80_S30	rpsH	lmo2618	30S ribosomal protein S8	1.744949
80_S30		lmo1391	sugar ABC transporter permease	1.708861
80_S30	rpsC	lmo2626	30S ribosomal protein S3	1.678899
80_S30	leuS	lmo1660	leucyl-tRNA synthetase	1.622250
80_S30		lmo2497	phosphate ABC transporter permease	1.418367
80_S30	rpsN	lmo2619	30S ribosomal protein S14	1.344262
80_S30	pgk	lmo2458	phosphoglycerate kinase	1.119529
80_S30	tsf	lmo1657	elongation factor Ts	1.074830
80_S30	eno	lmo2455	phosphopyruvate hydratase	1.027132
80_S30		lmo0667	ABC transporter ATP-binding protein	0.912111
80_S30		lmo2703	hypothetical protein	0.857143
80_S30		lmo2689a	hypothetical protein	0.738095
80_S30	pflB	lmo1406	pyruvate formate-lyase	0.713324
80_S30	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.660191
80_S30	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.633753
80_S30		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.565512
80_S30		lmo1875	ABC transporter ATP-binding protein	0.544974
80_S30	rpsM	lmo2608	30S ribosomal protein S13	0.512397
80_S30	rplK	lmo0248	50S ribosomal protein L11	0.501182
80_S30	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.470238
80_S30		lmo1853	heavy metal-transporting ATPase	0.369516
80_S30	groEL	lmo2068	molecular chaperone GroEL	0.245387
80_S30		lmo0107	ABC transporter ATP-binding protein	0.189432
80_S30	rpsK	lmo2607	30S ribosomal protein S11	0.188631
80_S30	rplP	lmo2625	50S ribosomal protein L16	0.178241
80_S30	rplD	lmo2631	50S ribosomal protein L4	0.125604
80_S30		lmo0383	methylmalonate-semialdehyde dehydrogenase	0.120219
80_S30	rplS	lmo1787	50S ribosomal protein L19	0.116959
80_S30	rplF	lmo2617	50S ribosomal protein L6	0.099251
80_S30		lmo2215	ABC transporter ATP-binding protein	0.085333
80_S30		lmo1106	hypothetical protein	0.081291
80_S30	rpoD	lmo1454	RNA polymerase sigma factor RpoD	0.079323
80_S30		lmo2251	amino acid ABC transporter ATP-binding protein	0.074689
80_S30		lmo0866	ATP-dependent RNA helicase	0.073077
80_S30	pnpA	lmo1331	polynucleotide phosphorylase	0.072845
80_S30	glpK	lmo1538	glycerol kinase	0.072435
80_S30	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.071052
80_S30	polC	lmo1320	DNA polymerase III PolC	0.062789
80_S30		lmo2411	hypothetical protein	0.057471
80_S30	infB	lmo1325	translation initiation factor IF-2	0.056911
80_S30	guaB	lmo2758	inosine-monophosphate dehydrogenase	0.050546
80_S30	proS	lmo1319	prolyl-tRNA synthetase	0.048122
80_S30	gidA	lmo2810	tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA	0.046635
80_S30	prfC	lmo0988	peptide chain release factor 3	0.042784
80_S30	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.041929
80_S30	rplC	lmo2632	50S ribosomal protein L3	0.041467
80_S30		lmo2159	oxidoreductase	0.039159
80_S30	pdhC	lmo1054	dihydrolipoamide acetyltransferase	0.036152
80_S30		lmo1027	hypothetical protein	0.036036
80_S30	rplW	lmo2630	50S ribosomal protein L23	0.035461
80_S30		lmo1067	GTP-binding elongation factor	0.034858
80_S30	uvrA	lmo2488	excinuclease ABC subunit A	0.030335
80_S30	gyrA	lmo0007	DNA gyrase subunit A	0.029691
80_S30	ftsH	lmo0220	cell division protein FtsH	0.028461
80_S30	clpC	lmo0232	endopeptidase Clp ATP-binding chain C	0.026016
CD13-IgG-neg_S29_L001	tuf	lmo2653	elongation factor Tu	4.638819
CD13-IgG-neg_S29_L001	rplB	lmo2629	50S ribosomal protein L2	2.513839
CD13-IgG-neg_S29_L001	rpmJ	lmo2609	50S ribosomal protein L36	2.126126
CD13-IgG-neg_S29_L001	rpsS	lmo2628	30S ribosomal protein S19	1.920290
CD13-IgG-neg_S29_L001	rplA	lmo0249	50S ribosomal protein L1	1.213974
CD13-IgG-neg_S29_L001	rpsJ	lmo2633	30S ribosomal protein S10	1.000000
CD13-IgG-neg_S29_L001	rpsB	lmo1658	30S ribosomal protein S2	0.668005
CD13-IgG-neg_S29_L001	fus	lmo2654	elongation factor G	0.571703
CD13-IgG-neg_S29_L001	eno	lmo2455	phosphopyruvate hydratase	0.507752
CD13-IgG-neg_S29_L001		lmo1097a	hypothetical protein	0.505050
CD13-IgG-neg_S29_L001	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.477513
CD13-IgG-neg_S29_L001		lmo1391	sugar ABC transporter permease	0.417722
CD13-IgG-neg_S29_L001		lmo2511	hypothetical protein	0.417112
CD13-IgG-neg_S29_L001	rpsK	lmo2607	30S ribosomal protein S11	0.390181
CD13-IgG-neg_S29_L001		lmo2703	hypothetical protein	0.361905
CD13-IgG-neg_S29_L001	rpmA	lmo1540	50S ribosomal protein L27	0.329861
CD13-IgG-neg_S29_L001		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.242363
CD13-IgG-neg_S29_L001	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.238994
CD13-IgG-neg_S29_L001	rplK	lmo0248	50S ribosomal protein L11	0.231679
CD13-IgG-neg_S29_L001	pgk	lmo2458	phosphoglycerate kinase	0.212121
CD13-IgG-neg_S29_L001	tsf	lmo1657	elongation factor Ts	0.175737
CD13-IgG-neg_S29_L001	dnaK	lmo1473	molecular chaperone DnaK	0.143012
CD13-IgG-neg_S29_L001	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.120545
CD13-IgG-neg_S29_L001		lmo1875	ABC transporter ATP-binding protein	0.091005
CD13-IgG-neg_S29_L001	pflB	lmo1406	pyruvate formate-lyase	0.085689
CD13-IgG-neg_S29_L001	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.081363
CD13-IgG-neg_S29_L001		lmo2434	glutamate decarboxylase	0.078515
CD13-IgG-neg_S29_L001	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.063425
CD13-IgG-neg_S29_L001	pnpA	lmo1331	polynucleotide phosphorylase	0.052098
CD13-IgG-neg_S29_L001		lmo2159	oxidoreductase	0.044890
CD13-IgG-neg_S29_L001	polA	lmo1565	DNA polymerase I	0.042286
CD13-IgG-neg_S29_L001	pcrA	lmo1759	ATP-dependent DNA helicase	0.034656
CD13-IgG-neg_S29_L001	leuS	lmo1660	leucyl-tRNA synthetase	0.027812
CD13-IgG-neg_S29_L001	glyA	lmo2539	serine hydroxymethyltransferase	0.027442
CD13-IgG-neg_S29_L001	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.026367
CD13-IgG-neg_S29_L001	polC	lmo1320	DNA polymerase III PolC	0.024469
CD13-IgG-neg_S29_L001	infB	lmo1325	translation initiation factor IF-2	0.019683
CD13-IgG-neg_S29_L001		lmo1067	GTP-binding elongation factor	0.017429
CD13-IgG-neg_S29_L002	tuf	lmo2653	elongation factor Tu	4.120675
CD13-IgG-neg_S29_L002	rplB	lmo2629	50S ribosomal protein L2	2.784597
CD13-IgG-neg_S29_L002	rpsJ	lmo2633	30S ribosomal protein S10	1.617647
CD13-IgG-neg_S29_L002	rpsS	lmo2628	30S ribosomal protein S19	1.166667
CD13-IgG-neg_S29_L002	rpmJ	lmo2609	50S ribosomal protein L36	0.990991
CD13-IgG-neg_S29_L002	rpmA	lmo1540	50S ribosomal protein L27	0.923611
CD13-IgG-neg_S29_L002	rplA	lmo0249	50S ribosomal protein L1	0.838428
CD13-IgG-neg_S29_L002	rpsB	lmo1658	30S ribosomal protein S2	0.827309
CD13-IgG-neg_S29_L002		lmo2511	hypothetical protein	0.543672
CD13-IgG-neg_S29_L002	dnaK	lmo1473	molecular chaperone DnaK	0.502991
CD13-IgG-neg_S29_L002	fus	lmo2654	elongation factor G	0.483933
CD13-IgG-neg_S29_L002	rpsK	lmo2607	30S ribosomal protein S11	0.475452
CD13-IgG-neg_S29_L002	rplK	lmo0248	50S ribosomal protein L11	0.449173
CD13-IgG-neg_S29_L002	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.361111
CD13-IgG-neg_S29_L002	eno	lmo2455	phosphopyruvate hydratase	0.338760
CD13-IgG-neg_S29_L002	tsf	lmo1657	elongation factor Ts	0.333333
CD13-IgG-neg_S29_L002	rpsH	lmo2618	30S ribosomal protein S8	0.328283
CD13-IgG-neg_S29_L002		lmo1097a	hypothetical protein	0.297980
CD13-IgG-neg_S29_L002	pgk	lmo2458	phosphoglycerate kinase	0.242424
CD13-IgG-neg_S29_L002	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.227463
CD13-IgG-neg_S29_L002		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.215207
CD13-IgG-neg_S29_L002	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.168913
CD13-IgG-neg_S29_L002		lmo1391	sugar ABC transporter permease	0.139240
CD13-IgG-neg_S29_L002		lmo2703	hypothetical protein	0.120635
CD13-IgG-neg_S29_L002	gatB	lmo1754	aspartyl/glutamyl-tRNA amidotransferase subunit B	0.120448
CD13-IgG-neg_S29_L002	pflB	lmo1406	pyruvate formate-lyase	0.111709
CD13-IgG-neg_S29_L002	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.102477
CD13-IgG-neg_S29_L002	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.093023
CD13-IgG-neg_S29_L002		lmo1875	ABC transporter ATP-binding protein	0.092064
CD13-IgG-neg_S29_L002	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.091270
CD13-IgG-neg_S29_L002	glyA	lmo2539	serine hydroxymethyltransferase	0.082324
CD13-IgG-neg_S29_L002		lmo1699	chemotaxis protein	0.074444
CD13-IgG-neg_S29_L002		lmo0107	ABC transporter ATP-binding protein	0.073075
CD13-IgG-neg_S29_L002	pcrA	lmo1759	ATP-dependent DNA helicase	0.069311
CD13-IgG-neg_S29_L002	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.068276
CD13-IgG-neg_S29_L002		lmo0278	sugar ABC transporter ATP-binding protein	0.037341
CD13-IgG-neg_S29_L002	tcsA	lmo1388	CD4+ T cell-stimulating antigen, lipoprotein	0.028945
CD13-IgG-neg_S29_L002	leuS	lmo1660	leucyl-tRNA synthetase	0.028643
CD13-IgG-neg_S29_L002	aroA	lmo1600	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	0.023084
CD13-IgG-neg_S29_L002	groEL	lmo2068	molecular chaperone GroEL	0.021525
CD13-IgG-neg_S29_L002	polC	lmo1320	DNA polymerase III PolC	0.019621
CD13-IgG-neg_S29_L002	fruA	lmo2335	PTS fructose transporter subunit IIABC	0.018987
CD13-IgG-neg_S29_L002		lmo1853	heavy metal-transporting ATPase	0.015830
CD13-IgG-neg_S29_L003	tuf	lmo2653	elongation factor Tu	2.896203
CD13-IgG-neg_S29_L003	rplB	lmo2629	50S ribosomal protein L2	2.079423
CD13-IgG-neg_S29_L003	rpsB	lmo1658	30S ribosomal protein S2	1.981258
CD13-IgG-neg_S29_L003	rpsS	lmo2628	30S ribosomal protein S19	1.025362
CD13-IgG-neg_S29_L003	rpsH	lmo2618	30S ribosomal protein S8	0.954545
CD13-IgG-neg_S29_L003		lmo2511	hypothetical protein	0.877005
CD13-IgG-neg_S29_L003	rpmJ	lmo2609	50S ribosomal protein L36	0.801802
CD13-IgG-neg_S29_L003		lmo1097a	hypothetical protein	0.676768
CD13-IgG-neg_S29_L003	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.589286
CD13-IgG-neg_S29_L003		lmo1391	sugar ABC transporter permease	0.563291
CD13-IgG-neg_S29_L003	rpmA	lmo1540	50S ribosomal protein L27	0.559028
CD13-IgG-neg_S29_L003	fus	lmo2654	elongation factor G	0.448921
CD13-IgG-neg_S29_L003	eno	lmo2455	phosphopyruvate hydratase	0.437984
CD13-IgG-neg_S29_L003	pgk	lmo2458	phosphoglycerate kinase	0.324916
CD13-IgG-neg_S29_L003	rpmB	lmo1816	50S ribosomal protein L28	0.306452
CD13-IgG-neg_S29_L003	dnaK	lmo1473	molecular chaperone DnaK	0.259924
CD13-IgG-neg_S29_L003		lmo2703	hypothetical protein	0.241270
CD13-IgG-neg_S29_L003	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.229739
CD13-IgG-neg_S29_L003	tsf	lmo1657	elongation factor Ts	0.206349
CD13-IgG-neg_S29_L003	rplK	lmo0248	50S ribosomal protein L11	0.172577
CD13-IgG-neg_S29_L003		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.152071
CD13-IgG-neg_S29_L003	rplL	lmo0251	50S ribosomal protein L7/L12	0.147222
CD13-IgG-neg_S29_L003	rpsK	lmo2607	30S ribosomal protein S11	0.124031
CD13-IgG-neg_S29_L003	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.119497
CD13-IgG-neg_S29_L003	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.110079
CD13-IgG-neg_S29_L003		lmo1875	ABC transporter ATP-binding protein	0.107407
CD13-IgG-neg_S29_L003	rpsM	lmo2608	30S ribosomal protein S13	0.099174
CD13-IgG-neg_S29_L003	gap	lmo2459	glyceraldehyde-3-phosphate dehydrogenase	0.093254
CD13-IgG-neg_S29_L003	fruA	lmo2335	PTS fructose transporter subunit IIABC	0.075949
CD13-IgG-neg_S29_L003	pflB	lmo1406	pyruvate formate-lyase	0.053836
CD13-IgG-neg_S29_L003		lmo1067	GTP-binding elongation factor	0.049564
CD13-IgG-neg_S29_L003	leuS	lmo1660	leucyl-tRNA synthetase	0.048153
CD13-IgG-neg_S29_L003	polC	lmo1320	DNA polymerase III PolC	0.048015
CD13-IgG-neg_S29_L003	infB	lmo1325	translation initiation factor IF-2	0.039367
CD13-IgG-neg_S29_L003	pnpA	lmo1331	polynucleotide phosphorylase	0.035039
CD13-IgG-neg_S29_L003	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.031447
CD13-IgG-neg_S29_L003		lmo1853	heavy metal-transporting ATPase	0.030303
CD13-IgG-neg_S29_L003	glyA	lmo2539	serine hydroxymethyltransferase	0.027442
CD13-IgG-neg_S29_L003	groEL	lmo2068	molecular chaperone GroEL	0.021525
CD13-IgG-neg_S29_L003	ileS	lmo2019	isoleucyl-tRNA synthetase	0.011582
CD13-IgG-neg_S29_L004	tuf	lmo2653	elongation factor Tu	3.042194
CD13-IgG-neg_S29_L004	rplB	lmo2629	50S ribosomal protein L2	2.608905
CD13-IgG-neg_S29_L004	rpsB	lmo1658	30S ribosomal protein S2	1.329317
CD13-IgG-neg_S29_L004	rpmJ	lmo2609	50S ribosomal protein L36	1.207207
CD13-IgG-neg_S29_L004		lmo1097a	hypothetical protein	0.873737
CD13-IgG-neg_S29_L004	rplK	lmo0248	50S ribosomal protein L11	0.784870
CD13-IgG-neg_S29_L004	atpA	lmo2531	ATP synthase F0F1 subunit alpha	0.750661
CD13-IgG-neg_S29_L004	rplA	lmo0249	50S ribosomal protein L1	0.743814
CD13-IgG-neg_S29_L004	rpsS	lmo2628	30S ribosomal protein S19	0.724638
CD13-IgG-neg_S29_L004		lmo2511	hypothetical protein	0.705882
CD13-IgG-neg_S29_L004	fus	lmo2654	elongation factor G	0.591847
CD13-IgG-neg_S29_L004	eno	lmo2455	phosphopyruvate hydratase	0.568992
CD13-IgG-neg_S29_L004		lmo1391	sugar ABC transporter permease	0.487342
CD13-IgG-neg_S29_L004		lmo0098	PTS mannose transporter subunit IID	0.303630
CD13-IgG-neg_S29_L004	dnaK	lmo1473	molecular chaperone DnaK	0.284938
CD13-IgG-neg_S29_L004	tsf	lmo1657	elongation factor Ts	0.238095
CD13-IgG-neg_S29_L004	atpD	lmo2529	ATP synthase F0F1 subunit beta	0.231853
CD13-IgG-neg_S29_L004	rpsJ	lmo2633	30S ribosomal protein S10	0.215686
CD13-IgG-neg_S29_L004	pdhA	lmo1052	pyruvate dehydrogenase subunit E1 alpha	0.215633
CD13-IgG-neg_S29_L004	rpoB	lmo0258	DNA-directed RNA polymerase subunit beta	0.213682
CD13-IgG-neg_S29_L004	pgk	lmo2458	phosphoglycerate kinase	0.181818
CD13-IgG-neg_S29_L004	rpsK	lmo2607	30S ribosomal protein S11	0.175711
CD13-IgG-neg_S29_L004		lmo1875	ABC transporter ATP-binding protein	0.152381
CD13-IgG-neg_S29_L004	rplL	lmo0251	50S ribosomal protein L7/L12	0.147222
CD13-IgG-neg_S29_L004	prs	lmo0199	ribose-phosphate pyrophosphokinase	0.115304
CD13-IgG-neg_S29_L004	pflB	lmo1406	pyruvate formate-lyase	0.109018
CD13-IgG-neg_S29_L004		lmo1978	glucose-6-phosphate 1-dehydrogenase	0.108622
CD13-IgG-neg_S29_L004	rpsM	lmo2608	30S ribosomal protein S13	0.099174
CD13-IgG-neg_S29_L004	rpoC	lmo0259	DNA-directed RNA polymerase subunit beta'	0.074383
CD13-IgG-neg_S29_L004		lmo1067	GTP-binding elongation factor	0.066449
CD13-IgG-neg_S29_L004	pgm	lmo2456	phosphoglyceromutase	0.056209
CD13-IgG-neg_S29_L004	rplC	lmo2632	50S ribosomal protein L3	0.041467
CD13-IgG-neg_S29_L004		lmo1376	6-phosphogluconate dehydrogenase	0.031073
CD13-IgG-neg_S29_L004	glyA	lmo2539	serine hydroxymethyltransferase	0.027442
CD13-IgG-neg_S29_L004		lmo1611	aminopeptidase	0.024276
CD13-IgG-neg_S29_L004	groEL	lmo2068	molecular chaperone GroEL	0.021525
CD13-IgG-neg_S29_L004	infB	lmo1325	translation initiation factor IF-2	0.019683
CD13-IgG-neg_S29_L004	secA	lmo2510	preprotein translocase subunit SecA	0.015930
CD13-IgG-neg_S29_L004		lmo1853	heavy metal-transporting ATPase	0.015830
CD13-IgG-neg_S29_L004	leuS	lmo1660	leucyl-tRNA synthetase	0.015774
CD13-IgG-neg_S29_L004	polC	lmo1320	DNA polymerase III PolC	0.012235
